Results from Tech17
Putaway Technology: 2400.0
Picking Technology: 1000.0

Full-Time Putaway workers: 2.0
Full-Time Picking workers: 6.0

Cost Breakdown:
	MHECost              $407.00
	PutawayTechCost      $3,535.00
	PickingTechCost      $9,130.00
	WhBasicInvCost       $802.17
	BasicInbCost         $9,946.96
	WhFashionInvCost     $2,022.60
	FashionInbCost       $9,714.25
	PutawayCost          $3,440.00
	StoreBasicInvCost    $5,557.60
	StoreFashionInvCost  $8,033.75
	OutboundCost         $16,267.54
	PickingCost          $11,040.00
	Total                $79,896.87


Printing New Fashion Solution:

Inbound Fashion Solution
1 	1 	3 	2060
1 	10 	3 	1905
1 	11 	1 	2125
1 	12 	1 	1810
1 	13 	1 	1945
1 	14 	1 	2545
1 	15 	3 	1740
1 	16 	3 	2095
1 	17 	1 	1830
1 	18 	3 	2205
1 	19 	1 	1905
1 	2 	3 	2020
1 	20 	1 	2000
1 	21 	3 	2140
1 	22 	3 	2400
1 	23 	3 	1840
1 	24 	1 	2010
1 	25 	3 	2350
1 	3 	3 	2045
1 	4 	3 	2080
1 	5 	1 	2155
1 	6 	1 	2275
1 	7 	3 	2015
1 	8 	3 	2280
1 	9 	3 	1545
2 	26 	3 	2225
2 	27 	2 	2150
2 	28 	3 	2305
2 	29 	3 	1815
2 	30 	3 	1745
2 	31 	3 	2105
2 	32 	2 	1760
2 	33 	2 	1545
2 	34 	3 	2095
2 	35 	3 	1910
2 	36 	2 	2255
2 	37 	3 	1940
2 	38 	2 	1820
2 	39 	3 	1760
2 	40 	2 	1765
2 	41 	3 	1740
2 	42 	2 	2260
2 	43 	3 	2090
2 	44 	2 	1765
2 	45 	3 	1775
2 	46 	2 	1840
2 	47 	2 	2325
2 	48 	2 	2325
2 	49 	3 	1675
2 	50 	3 	1665

Outbound Solution
1 	1 	5 	155
1 	10 	5 	115
1 	11 	5 	255
1 	12 	5 	160
1 	13 	5 	165
1 	14 	5 	75
1 	15 	5 	170
1 	16 	5 	185
1 	17 	5 	125
1 	18 	5 	145
1 	19 	5 	275
1 	2 	5 	215
1 	20 	5 	170
1 	21 	5 	265
1 	22 	5 	185
1 	23 	5 	275
1 	24 	5 	285
1 	25 	5 	225
1 	26 	5 	315
1 	27 	5 	90
1 	28 	5 	140
1 	29 	5 	195
1 	3 	5 	280
1 	30 	5 	300
1 	31 	5 	160
1 	32 	5 	145
1 	33 	5 	75
1 	34 	5 	255
1 	35 	5 	210
1 	36 	5 	310
1 	37 	5 	160
1 	38 	5 	70
1 	39 	5 	185
1 	4 	5 	165
1 	40 	5 	245
1 	41 	5 	205
1 	42 	5 	135
1 	43 	5 	110
1 	44 	5 	265
1 	45 	5 	220
1 	46 	5 	180
1 	47 	5 	250
1 	48 	5 	165
1 	49 	5 	160
1 	5 	5 	215
1 	50 	5 	120
1 	6 	5 	180
1 	7 	5 	390
1 	8 	5 	125
1 	9 	5 	180
10 	1 	5 	305
10 	10 	5 	240
10 	11 	3 	175
10 	12 	3 	170
10 	13 	5 	265
10 	14 	3 	260
10 	15 	5 	165
10 	16 	5 	280
10 	17 	3 	265
10 	18 	5 	315
10 	19 	5 	105
10 	2 	5 	250
10 	20 	3 	285
10 	21 	5 	155
10 	22 	5 	180
10 	23 	5 	125
10 	24 	3 	260
10 	25 	5 	240
10 	26 	5 	95
10 	27 	3 	180
10 	28 	5 	270
10 	29 	5 	70
10 	3 	5 	340
10 	30 	5 	100
10 	31 	5 	185
10 	32 	3 	140
10 	33 	3 	165
10 	34 	5 	245
10 	35 	5 	195
10 	36 	3 	150
10 	37 	5 	150
10 	38 	5 	115
10 	39 	5 	95
10 	4 	5 	180
10 	40 	3 	115
10 	41 	5 	145
10 	42 	3 	320
10 	43 	5 	120
10 	44 	3 	145
