Printing New Fashion Solution:

Inbound Fashion Solution (V F T):
1	1	1	1780
1	2	1	1905
1	3	1	1915
1	4	1	1745
1	5	1	1605
1	6	1	2000
1	7	1	1675
1	8	1	2140
1	9	1	1885
1	10	1	1955
1	11	1	1955
1	12	1	2340
1	13	1	1845
1	14	1	1325
1	15	1	2495
1	16	1	2215
1	17	1	2075
1	18	1	2490
1	19	1	1715
1	20	1	2035
1	21	1	1830
1	22	1	2000
1	23	1	2165
1	24	1	2120
1	25	1	1875
2	26	3	1965
2	27	4	1685
2	28	3	1930
2	29	4	2230
2	30	3	2245
2	31	4	1855
2	32	4	1815
2	33	3	2065
2	34	3	2200
2	35	3	1780
2	36	4	1720
2	37	4	1575
2	38	4	2355
2	39	4	1965
2	40	3	1900
2	41	4	2125
2	42	3	1775
2	43	3	2170
2	44	3	2190
2	45	4	2180
2	46	4	1930
2	47	3	1840
2	48	4	1970
2	49	4	2080
2	50	3	1820


Outbound Fashion Solution(S F T):
1	1	3	120
1	2	4	385
1	3	2	110
1	4	3	60
1	5	3	60
1	6	3	210
1	7	2	270
1	8	4	170
1	9	3	175
1	10	2	210
1	11	3	290
1	12	3	175
1	13	3	255
1	15	3	225
1	16	4	125
1	17	3	175
1	18	4	235
1	19	3	180
1	20	3	290
1	21	3	275
1	22	3	210
1	23	3	295
1	24	3	165
1	25	3	250
1	26	5	175
1	27	5	85
1	28	5	270
1	29	5	175
1	30	5	170
1	31	5	95
1	32	5	145
1	33	5	160
1	34	5	225
1	35	5	140
1	36	5	310
1	37	5	175
1	38	5	290
1	39	5	95
1	40	5	85
1	41	5	225
1	42	5	220
1	43	5	205
1	44	5	335
1	45	5	230
1	46	5	145
1	47	5	205
1	48	5	155
1	49	5	150
1	50	5	75
2	1	3	140
2	2	3	175
2	3	3	95
2	4	4	280
2	5	3	115
2	6	3	5
2	7	3	385
2	8	3	275
2	9	2	190
2	10	3	160
2	11	3	255
2	12	2	50
2	13	3	165
2	14	3	160
2	15	4	385
2	16	3	215
2	17	3	310
2	18	3	250
2	19	3	215
2	20	2	210
2	21	3	15
2	22	3	245
2	23	4	120
2	24	4	205
2	25	2	280
2	26	4	170
2	27	5	300
2	28	5	90
2	29	5	235
2	30	4	305
2	31	5	195
2	32	5	220
2	33	5	320
2	34	5	220
2	35	4	165
2	37	5	165
2	38	5	165
2	39	5	305
2	40	5	245
2	41	5	225
2	42	4	40
2	43	5	135
2	44	5	115
2	45	5	230
2	46	5	285
2	48	5	150
2	49	5	245
2	50	5	345
3	1	4	170
3	2	3	160
3	3	3	185
3	4	3	30
3	5	2	130
3	6	3	165
3	7	2	70
3	8	2	160
3	9	3	190
3	10	3	150
3	11	2	220
3	12	2	215
3	13	4	180
3	15	3	170
3	16	4	190
3	17	2	280
3	18	3	205
3	19	2	225
3	20	2	175
3	21	2	245
3	22	3	165
3	23	3	255
3	24	2	165
3	25	2	85
3	26	4	195
3	27	5	230
3	28	5	225
3	29	5	90
3	30	5	95
3	31	5	185
3	32	5	155
3	33	4	230
3	34	5	255
3	35	4	180
3	36	5	175
3	37	5	45
3	38	5	275
3	39	5	125
3	40	5	200
3	41	5	95
3	42	5	50
3	43	5	320
3	44	5	285
3	45	5	130
3	46	5	190
3	47	5	220
3	48	5	165
3	49	5	65
3	50	5	180
4	1	3	185
4	2	2	40
4	3	3	150
4	4	4	195
4	5	3	115
4	6	3	285
4	7	2	95
4	8	3	210
4	9	2	165
4	10	3	180
4	11	4	265
4	12	3	320
4	13	3	95
